npi,nppes_provider_last_org_name,nppes_provider_first_name,nppes_provider_city,nppes_provider_state,specialty_description,description_flag,drug_name,generic_name,bene_count,total_claim_count,total_30_day_fill_count,total_day_supply,total_drug_cost,bene_count_ge65,bene_count_ge65_suppress_flag,total_claim_count_ge65,ge65_suppress_flag,total_30_day_fill_count_ge65,total_day_supply_ge65,total_drug_cost_ge65,years_of_exp
2036210556,MCCARTHY,ANDREW,EASTON,MD,Neurology,S,GABAPENTIN,GABAPENTIN,14,22,22.0,588,326.32,"",#,"",#,"","","",= 52.0
-2117332938,DEASEY,KAREN,BRYN MAWR,PA,Dermatology,S,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,39,55,57.0,1116,11548.16,"",#,"",#,"","","",= 49.0
-2127506408,ESGUERRA,EDEN,JOPLIN,MO,Infectious Disease,S,FENOFIBRIC ACID,FENOFIBRIC ACID (CHOLINE),"",12,12.0,360,540.0,"",*,12,"",12.0,360,540.0,= 53.0
2117915437,AMARAL,CARMEN,SAN JUAN,PR,Ophthalmology,S,FLUOROMETHOLONE,FLUOROMETHOLONE,27,46,56.5,1456,2863.22,"",#,"",#,"","","",= 33.0
-1743742278,DUA,MONICA,NORTH VERSAILLES,PA,Internal Medicine,S,MUPIROCIN,MUPIROCIN,18,21,21.0,170,223.62,"",#,"",#,"","","",= 54.0
-1773951882,SAINI,GURSHARAN,DELANO,CA,Pulmonary Disease,S,MECLIZINE HCL,MECLIZINE HCL,12,19,20.2,567,347.76,12,"",19,"",20.2,567,347.76,= 36.0
-2016465351,SHEERER,JAMES,SCRANTON,PA,Internal Medicine,S,BENICAR,OLMESARTAN MEDOXOMIL,"",22,28.0,840,7385.12,"",*,22,"",28.0,840,7385.12,= 44.0
-1531363595,SIMMONS,ANGELA,LITTLE ROCK,AR,Nurse Practitioner,S,AMIODARONE HCL,AMIODARONE HCL,"",23,29.0,855,247.93,"",*,23,"",29.0,855,247.93,= 51.0
-1470879800,HEIM,WILLIAM,DUNMORE,PA,Hematology-Oncology,S,ACYCLOVIR,ACYCLOVIR,"",14,14.0,332,461.46,"",*,"",*,"","","",= 43.0
-1905233687,VU,GIANG,TACOMA,WA,Physician Assistant,S,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,"",20,20.0,549,342.38,"",*,"",*,"","","",= 34.0
-1723551667,TREHARNE,JOHN,WINTER SPRINGS,FL,Family Practice,S,LISINOPRIL,LISINOPRIL,69,362,585.0,17527,1334.9,"",#,"",#,"","","",= 52.0
2107976300,WOLF,AMY,SACRAMENTO,CA,Internal Medicine,S,SPIRONOLACTONE,SPIRONOLACTONE,"",19,56.7,1700,278.43,"",*,19,"",56.7,1700,278.43,= 50.0
-1652515164,KIRWAN,BERTHA,DAYTON,OH,Nurse Practitioner,S,ANORO ELLIPTA,UMECLIDINIUM BRM/VILANTEROL TR,"",25,30.0,900,9246.98,"",*,"",*,"","","",= 50.0
2056385808,AREKAPUDI,LAKSHMI,BAY CITY,MI,Internal Medicine,S,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,40,149,281.7,8185,3566.71,"",#,129,"",237.6,6898,3166.85,= 41.0
2147223573,TRAYLOR,THOMAS,KNOXVILLE,TN,Obstetrics & Gynecology,S,PROGESTERONE,"PROGESTERONE, MICRONIZED","",18,24.0,694,883.49,"",#,"",#,"","","",= 55.0
2006012536,TINDOC,LORELANE,CLIFTON,NJ,Family Practice,S,ENALAPRIL MALEATE,ENALAPRIL MALEATE,"",16,48.0,1440,469.89,"",*,16,"",48.0,1440,469.89,= 52.0
-1854650783,MOUSSA,RONNIE,WICHITA,KS,Nephrology,S,DOXAZOSIN MESYLATE,DOXAZOSIN MESYLATE,"",39,69.0,2070,1086.52,"",#,"",#,"","","",= 32.0
-2016400804,TOLENTINO,ANNABELLE,BELOIT,WI,Internal Medicine,S,IRBESARTAN,IRBESARTAN,"",11,33.0,990,202.88,"",*,11,"",33.0,990,202.88,= 53.0
-1874718620,WHITE,WILLIAM,TEMPLE,TX,Optometry,S,DORZOLAMIDE-TIMOLOL,DORZOLAMIDE HCL/TIMOLOL MALEAT,"",13,29.0,854,493.79,"",*,13,"",29.0,854,493.79,= 42.0
-1379721366,MEHRA,SANJEEV,SAN ANTONIO,TX,Nurse Practitioner,S,TRAMADOL HCL,TRAMADOL HCL,12,12,12.0,71,40.13,"",*,"",*,"","","",= 51.0
-1561783991,CASTANEDA,HUGO,SAN ANTONIO,TX,Internal Medicine,S,NIFEDIPINE ER,NIFEDIPINE,13,35,100.0,3000,1878.12,"",#,"",#,"","","",= 51.0
-1460786351,GRIFFIN,CHRISTOPHER,ALEXANDRIA,LA,Family Practice,S,INVOKANA,CANAGLIFLOZIN,"",41,41.0,1230,15850.2,"",#,"",#,"","","",= 38.0
-1945738546,REED,JOYCE,SIKESTON,MO,Family Practice,S,FENOFIBRATE,FENOFIBRATE NANOCRYSTALLIZED,"",37,37.0,1110,1311.93,"",*,24,"",24.0,720,982.1,= 38.0
-1551482413,FARMER WHITESIDE,JANE,BISHOPVILLE,SC,Nurse Practitioner,S,FLOVENT HFA,FLUTICASONE PROPIONATE,"",14,14.0,420,4619.89,"",*,14,"",14.0,420,4619.89,= 37.0
-1561463216,BARKER,BRIANNA,MILWAUKEE,WI,Nurse Practitioner,S,ELIQUIS,APIXABAN,"",17,17.0,510,6057.09,"",*,17,"",17.0,510,6057.09,= 34.0
-1662902432,BURCK,HARRY,MC MINNVILLE,TN,Internal Medicine,S,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,20,25,25.5,425,290.1,20,"",25,"",25.5,425,290.1,= 33.0
-1672865613,FRIDAY,DWAYNE,EL PASO,TX,Internal Medicine,S,CHLORTHALIDONE,CHLORTHALIDONE,12,25,67.0,2010,1598.33,"",#,"",#,"","","",= 48.0
-1622551346,TANABE,FRED,AIEA,HI,Internal Medicine,S,FELODIPINE ER,FELODIPINE,"",36,98.0,2940,2138.37,"",*,36,"",98.0,2940,2138.37,= 51.0
-1804214079,SARKARI,NEVILLE,OWENSBORO,KY,Internal Medicine,S,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,"",11,11.0,303,188.16,"",*,11,"",11.0,303,188.16,= 40.0
-1389067849,PINTO,SUZETTE,FALL RIVER,MA,Family Practice,S,DIGOXIN,DIGOXIN,"",29,29.0,655,687.36,"",*,29,"",29.0,655,687.36,= 33.0
-1671990435,CRENSHAW,SHREAREST,MEMPHIS,TN,Family Practice,S,CLONIDINE HCL,CLONIDINE HCL,"",12,20.0,585,109.36,"",#,"",#,"","","",= 36.0
-1369706056,MODI,PREETI,SPRINGFIELD,MO,Internal Medicine,S,PRAZOSIN HCL,PRAZOSIN HCL,"",23,23.0,690,211.9,"",*,23,"",23.0,690,211.9,= 38.0
-1632460851,SHUGARMAN,ILICIA,JACKSONVILLE BEACH,FL,Hematology-Oncology,S,HYDROXYUREA,HYDROXYUREA,"",17,33.0,990,579.81,"",*,17,"",33.0,990,579.81,= 33.0
-2107263549,KOSTIC,BILJANA,BERMUDA DUNES,CA,Internal Medicine,S,PROVENTIL HFA,ALBUTEROL SULFATE,"",11,12.1,363,1632.07,0,"",0,"",0.0,0,0.0,= 40.0
2066522038,GOMEZ HERNANDEZ,JUAN,YABUCOA,PR,General Practice,S,TAMOXIFEN CITRATE,TAMOXIFEN CITRATE,"",16,16.0,480,330.79,"",*,16,"",16.0,480,330.79,= 53.0
-1753368816,REILLY,LISA,TUCSON,AZ,Nurse Practitioner,S,FELODIPINE ER,FELODIPINE,"",13,13.0,366,717.73,"",*,13,"",13.0,366,717.73,= 44.0
-1400197297,SIDHWA,DINSHAW,SAINT MARYS,GA,Family Practice,S,ALPRAZOLAM,ALPRAZOLAM,26,87,97.0,2885,567.63,"",#,"",#,"","","",= 47.0
-1895174370,ARSENAULT,DIANE,PLYMOUTH,NH,Family Practice,S,METHADONE HCL,METHADONE HCL,"",44,45.0,1234,1268.48,"",*,21,"",22.0,645,579.07,= 50.0
-1974995967,FERGUSON,RODNEY,ALCOA,TN,Family Practice,S,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,14,62,125.0,3727,1979.2,"",#,48,"",105.0,3127,1708.0,= 33.0
-2137495888,HUBBARD,PEGGY,DEADWOOD,SD,Physician Assistant,S,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,"",39,73.0,2190,1204.6,"",*,39,"",73.0,2190,1204.6,= 30.0
-1713302682,UPCHURCH,GILBERT,GAINESVILLE,FL,Vascular Surgery,S,PIPERACILLIN-TAZOBACTAM,PIPERACILLIN SODIUM/TAZOBACTAM,"",17,17.0,80,4438.76,"",*,"",*,"","","",= 38.0
2096791958,KERNAN,NICOLA,MERRIMACK,NH,Family Practice,S,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL,"",33,59.8,1794,685.33,"",*,20,"",44.8,1344,450.13,= 44.0
-2046656738,IANNINI,GEORGE,DANBURY,CT,Internal Medicine,S,CIPROFLOXACIN HCL,CIPROFLOXACIN HCL,"",11,11.0,51,75.14,"",*,"",*,"","","",= 35.0
-2097079756,ZINN,WILLIAM,CAMBRIDGE,MA,Internal Medicine,S,RISPERIDONE,RISPERIDONE,11,68,68.0,1796,1460.28,"",*,55,"",55.0,1529,950.7,= 47.0
-2036653779,STAHL,DAVID,MIDDLEPORT,NY,Internal Medicine,S,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE,"",25,29.0,870,1164.35,"",*,25,"",29.0,870,1164.35,= 48.0
-1753705003,DEUTSCH,SAMUEL,LAWRENCEVILLE,GA,Geriatric Medicine,S,METFORMIN HCL,METFORMIN HCL,15,50,114.8,3443,446.46,"",#,"",#,"","","",= 41.0
-2107203587,BUBSER,JOHN,LANDOVER,MD,Podiatry,S,ALLOPURINOL,ALLOPURINOL,"",22,22.0,660,243.84,"",*,"",*,"","","",= 51.0
-1511303199,FRANCIS,BRIAN,SOUTH WILLIAMSON,KY,Internal Medicine,S,COMBIVENT RESPIMAT,IPRATROPIUM/ALBUTEROL SULFATE,"",14,20.0,582,6337.41,"",*,"",*,"","","",= 50.0
-2006068642,GENAW,ANDREW,MILWAUKEE,WI,Physician Assistant,S,NAPROXEN,NAPROXEN,12,12,12.0,120,62.1,"",*,"",*,"","","",= 31.0
-2046742256,MARTINEZ,REYNALDO,ROSWELL,NM,Family Practice,S,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,39,146,326.0,9780,2857.3,"",#,135,"",293.0,8790,2690.66,= 54.0
-1662585807,MEHTA,DHARMESH,MAYFIELD VILLAGE,OH,Internal Medicine,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,"",18,25.0,735,192.52,"",#,"",#,"","","",= 37.0
2056523978,MALDONADO,EMILY,WESTPORT,WA,Physician Assistant,S,LISINOPRIL,LISINOPRIL,22,95,180.0,5400,726.66,"",#,66,"",135.0,4050,601.1,= 40.0
-1773822553,WACHTMEISTER,ERIKA,AMSTERDAM,NY,Internal Medicine,S,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,21,102,196.0,5880,3533.11,"",#,"",#,"","","",= 54.0
-1440266278,DOMBROWSKI,ROXANNE,LACONIA,NH,Nurse Practitioner,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,"",19,19.0,570,399.72,"",*,19,"",19.0,570,399.72,= 32.0
-2056774067,GUESS,DIETTA,ELKTON,KY,Nurse Practitioner,S,RISEDRONATE SODIUM,RISEDRONATE SODIUM,"",14,19.4,560,2771.07,"",*,14,"",19.4,560,2771.07,= 49.0
-1309312072,CONNOLLY,PATRICK,PORTLAND,ME,Family Practice,S,ONDANSETRON HCL,ONDANSETRON HCL,"",14,14.0,86,140.44,"",*,"",*,"","","",= 37.0
-1329526972,MANSFIELD,WILMA,POMEROY,OH,Family Practice,S,PROMETHAZINE HCL,PROMETHAZINE HCL,"",18,18.0,262,109.08,"",#,"",#,"","","",= 48.0
-1713402714,BOLDING,JULIA,LITTLETON,NH,Rheumatology,S,MELOXICAM,MELOXICAM,14,46,74.0,2220,228.49,"",*,30,"",58.0,1740,201.82,= 35.0
-1319350929,AHMED,HUMA,COLUMBUS,GA,Rheumatology,S,DICYCLOMINE HCL,DICYCLOMINE HCL,"",15,37.3,1120,165.94,"",*,"",*,"","","",= 31.0
2096778402,OJEBUOBOH,IBIKUNLE,JACKSONVILLE,NC,Internal Medicine,S,LANSOPRAZOLE,LANSOPRAZOLE,"",19,19.0,570,458.75,"",*,19,"",19.0,570,458.75,= 32.0
-1763960820,MCDONALD,E,JACKSON,MO,Optometry,S,COMBIGAN,BRIMONIDINE TARTRATE/TIMOLOL,"",15,15.7,351,2055.22,"",*,"",*,"","","",= 49.0
-1379704741,NOLAN,STEPHANIE,BAKER,LA,Nurse Practitioner,S,SPIRIVA,TIOTROPIUM BROMIDE,"",21,37.0,1110,12116.89,"",*,21,"",37.0,1110,12116.89,= 32.0
-1430496379,WOLF,KARL,MANTECA,CA,Family Practice,S,THEOPHYLLINE ANHYDROUS,THEOPHYLLINE ANHYDROUS,15,41,56.1,1615,1493.37,15,"",41,"",56.1,1615,1493.37,= 35.0
2076670429,MUCCIARDI,NICK,FALL RIVER,MA,Pulmonary Disease,S,TRAMADOL HCL,TRAMADOL HCL,"",13,17.0,422,242.27,"",#,"",#,"","","",= 38.0
-2127551025,SHETTY,ATHMARAM,SAINT LOUIS,MO,Internal Medicine,S,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,60,294,590.0,17541,9391.23,"",#,259,"",535.0,15891,8704.41,= 43.0
-1824495878,FLEISHMAN,LAWRENCE,CHARLOTTE,NC,Internal Medicine,S,AMLODIPINE BESYLATE-BENAZEPRIL,AMLODIPINE BESYLATE/BENAZEPRIL,"",21,53.0,1590,1124.9,"",*,21,"",53.0,1590,1124.9,= 39.0
-1521458463,HAGHIGHI,MICHAEL,JACKSONVILLE,FL,Family Practice,S,RAMIPRIL,RAMIPRIL,"",25,45.0,1350,198.59,"",*,25,"",45.0,1350,198.59,= 39.0
-1541204599,DOKEY,JERRID,MILWAUKEE,WI,Physician Assistant,S,SULFAMETHOXAZOLE-TRIMETHOPRIM,SULFAMETHOXAZOLE/TRIMETHOPRIM,13,13,13.0,125,64.58,"",*,"",*,"","","",= 42.0
-1541380827,BUNICK,ELAINE,OAK RIDGE,TN,Endocrinology,S,TRI-SPRINTEC,NORGESTIMATE-ETHINYL ESTRADIOL,"",12,12.0,336,335.64,0,"",0,"",0.0,0,0.0,= 35.0
-2046602460,XU,XINQI,ELMHURST,NY,Family Practice,S,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,"",25,53.0,1590,682.85,"",#,"",#,"","","",= 52.0
-1935305521,SINHA,GHAZAL,BAY CITY,MI,Family Practice,S,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,13,58,60.0,1800,79.77,"",*,34,"",36.0,1080,44.26,= 55.0
-1925495941,WAISMAN,MARINA,TAMPA,FL,Psychiatry,S,LORAZEPAM,LORAZEPAM,"",27,37.0,1110,132.91,"",*,"",*,"","","",= 37.0
-1349689286,SANDERS,STEPHEN,SAINT LOUIS,MO,Internal Medicine,S,METRONIDAZOLE,METRONIDAZOLE,12,16,16.0,242,619.09,"",#,"",#,"","","",= 50.0
-2036569346,BOOTHE,JULIA,REFORM,AL,Family Practice,S,AZELASTINE HCL,AZELASTINE HCL,"",24,26.0,658,1762.79,"",#,"",#,"","","",= 55.0
2026446047,SUZUKI,ERIKO,MAMMOTH LAKES,CA,Nurse Practitioner,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,"",11,11.0,330,118.52,"",*,"",*,"","","",= 38.0
-1479971596,STAPLETON,LOISANN,NEPTUNE,NJ,Nurse Practitioner,S,AMIODARONE HCL,AMIODARONE HCL,"",33,43.5,1305,983.39,"",#,"",#,"","","",= 40.0
-2076003043,SAHGAL,VIVEK,LOGANSPORT,IN,Internal Medicine,S,GLIPIZIDE ER,GLIPIZIDE,55,168,413.7,12361,4143.61,44,"",128,"",320.1,9560,3230.88,= 32.0
-1642545591,VOISHNIS,JODIE-MARIE,SOMERSWORTH,NH,Physician Assistant,S,CEFUROXIME,CEFUROXIME AXETIL,35,39,39.0,391,1692.69,24,"",25,"",25.0,251,1094.8,= 54.0
-1339493062,DIANA,KAREN,YAKIMA,WA,Nurse Practitioner,S,RANITIDINE HCL,RANITIDINE HCL,"",13,13.0,375,77.14,0,"",0,"",0.0,0,0.0,= 32.0
-1420216657,ROMAN,EDILIA,MIAMI,FL,Psychiatry,S,VALPROIC ACID,VALPROIC ACID (AS SODIUM SALT),24,159,159.0,4526,2735.72,24,"",159,"",159.0,4526,2735.72,= 52.0
-1622270763,GALANI,RUPLE,JACKSONVILLE,FL,Cardiovascular Disease (Cardiology),S,ATENOLOL,ATENOLOL,15,45,127.0,3810,395.0,"",#,"",#,"","","",= 32.0
-1642582000,LOPEZ,ESDRAS,MIAMI,FL,Family Practice,S,XARELTO,RIVAROXABAN,"",15,15.0,447,5629.04,"",*,15,"",15.0,447,5629.04,= 48.0
-1743752756,IBRAHIM,MARIA,INDIANAPOLIS,IN,Internal Medicine,S,TAMSULOSIN HCL,TAMSULOSIN HCL,18,62,62.8,1718,1485.71,18,"",62,"",62.8,1718,1485.71,= 36.0
-1561813576,SCHMITT,DAVID,LAMBERTVILLE,NJ,Family Practice,S,AMOXICILLIN-CLAVULANATE POTASS,AMOXICILLIN/POTASSIUM CLAV,15,15,15.0,169,222.35,"",#,"",#,"","","",= 31.0
-2006894716,CUMPER,KEVIN,SAGINAW,MI,Internal Medicine,S,LISINOPRIL,LISINOPRIL,"",13,35.0,1050,104.06,"",#,"",#,"","","",= 37.0
-1925373461,WENDLAND,ROBERT,KANSAS CITY,MO,Internal Medicine,S,ESZOPICLONE,ESZOPICLONE,"",19,19.0,534,540.49,"",*,19,"",19.0,534,540.49,= 32.0
-1935473219,BOYETTE,KRISTA,PHILADELPHIA,MS,Family Practice,S,ALLOPURINOL,ALLOPURINOL,12,63,81.0,2430,562.17,"",#,"",#,"","","",= 43.0
-1591032551,TALAMO,ANA,HARBOR CITY,CA,Internal Medicine,S,VERAPAMIL HCL,VERAPAMIL HCL,"",13,38.8,1164,450.13,"",*,13,"",38.8,1164,450.13,= 55.0
-1703018926,KASPAR,MATTHEW,MOUNT HOLLY,NJ,Nurse Practitioner,S,MELOXICAM,MELOXICAM,"",22,22.0,660,107.09,"",*,22,"",22.0,660,107.09,= 37.0
2107997669,GARZA,ROBERT,GEORGETOWN,TX,Internal Medicine,S,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,"",11,19.0,570,232.18,"",*,"",*,"","","",= 55.0
-1864952243,PIRTLE,FLOYD,LUBBOCK,TX,Internal Medicine,S,HUMULIN 70-30,INSULIN NPH HUM/REG INSULIN HM,"",41,44.7,1140,7038.95,"",*,24,"",24.0,688,3605.17,= 55.0
-1693873157,BOSTIC,AMI,LOUISVILLE,KY,Nurse Practitioner,S,MEMANTINE HCL,MEMANTINE HCL,"",30,30.0,420,1549.16,"",*,30,"",30.0,420,1549.16,= 54.0
-1996841224,KOELBEL,KARA,PHOENIX,AZ,Nurse Practitioner,S,KLOR-CON 10,POTASSIUM CHLORIDE,"",11,19.0,518,243.86,"",*,"",*,"","","",= 51.0
-1662925484,GHANEKAR,HRISHIKESH,QUINCY,IL,Nephrology,S,METOLAZONE,METOLAZONE,24,101,107.6,2940,2386.68,"",#,74,"",80.6,2216,2212.02,= 34.0
-1389156876,MEDD,DONALD,WESTBROOK,ME,Internal Medicine,S,ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,11,16,16.0,143,148.25,"",#,"",#,"","","",= 43.0
-2046676330,SCIORTINO,VINCENT,VIERA,FL,Family Practice,S,DILTIAZEM 24HR CD,DILTIAZEM HCL,"",16,32.0,960,694.34,"",*,"",*,"","","",= 41.0
-1339585726,KATTA,SADASIVA,HUNTSVILLE,AL,Cardiovascular Disease (Cardiology),S,DIGOX,DIGOXIN,15,46,101.3,3040,1998.0,"",#,"",#,"","","",= 34.0
-1420430712,HILBURN,JEFFREY,WESTMINSTER,CO,Physician Assistant,S,AMITIZA,LUBIPROSTONE,"",17,17.0,510,5624.91,0,"",0,"",0.0,0,0.0,= 42.0
-1975028027,GALVIN,JEFFREY,CLEVELAND,OH,Internal Medicine,S,TRAZODONE HCL,TRAZODONE HCL,19,88,134.0,4020,787.8,"",#,42,"",68.0,2040,412.42,= 38.0
-1581020510,ANTUNES,PHILLIP,TEMPLE,TX,Psychiatry,S,DIAZEPAM,DIAZEPAM,16,67,71.0,2025,315.96,"",*,12,"",14.0,315,62.06,= 55.0
-1299211448,GERBER,JAMES,OKARCHE,OK,Family Practice,S,RALOXIFENE HCL,RALOXIFENE HCL,"",12,18.0,540,1529.08,"",*,12,"",18.0,540,1529.08,= 31.0
-1480041046,SHEHATA,NADY,BUFFALO,NY,Internal Medicine,S,SPIRIVA,TIOTROPIUM BROMIDE,"",34,46.0,1380,15249.36,"",*,34,"",46.0,1380,15249.36,= 48.0
-1480721960,HANSON,KATHRYN,APPLETON,WI,Nurse Practitioner,S,VALSARTAN,VALSARTAN,"",26,66.0,1980,1527.27,"",#,"",#,"","","",= 49.0
-2036571138,SALADA,ELIZABETH,POWAY,CA,Internal Medicine,S,ASPIRIN-DIPYRIDAMOLE ER,ASPIRIN/DIPYRIDAMOLE,"",30,30.0,452,5731.58,"",*,30,"",30.0,452,5731.58,= 41.0
-1753761202,LALLY,ANNMARIE,TONAWANDA,NY,Nurse Practitioner,S,MONTELUKAST SODIUM,MONTELUKAST SODIUM,"",19,19.0,570,188.23,"",*,19,"",19.0,570,188.23,= 51.0
2006028269,ESTOR,ERNESTO,CHICAGO,IL,Family Practice,S,LATANOPROST,LATANOPROST,"",12,12.0,320,124.07,"",*,12,"",12.0,320,124.07,= 48.0
-1379948571,ODESSKY,YEVGENY,SKOKIE,IL,Family Practice,S,BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,"",11,11.0,239,503.08,"",*,11,"",11.0,239,503.08,= 39.0
-1470652594,PEARSON,LINDA,BRISTOL,TN,Pain Management,S,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DI-HCL,"",18,21.7,650,698.34,"",*,"",*,"","","",= 50.0
-1824393570,MANEK,SALIL,SPOKANE,WA,Neurology,S,TIZANIDINE HCL,TIZANIDINE HCL,"",11,11.0,330,223.94,"",*,11,"",11.0,330,223.94,= 48.0
2127088886,DEB,ASHOKE,PENNSVILLE,NJ,Internal Medicine,S,ALPRAZOLAM,ALPRAZOLAM,14,194,194.0,2860,1360.21,"",#,180,"",180.0,2600,1269.42,= 34.0
-1864857485,STAUFFER,ROBERT,SOUTH OGDEN,UT,Psychiatry,S,DEXTROAMPHETAMINE-AMPHETAMINE,DEXTROAMPHETAMINE/AMPHETAMINE,"",65,65.0,1950,2621.6,"",*,14,"",14.0,420,609.89,= 53.0
-1794207405,GILLIAM,OLIVER,SOUTH BEND,IN,Gastroenterology,S,BUDESONIDE EC,BUDESONIDE,"",20,26.0,780,12193.54,"",*,"",*,"","","",= 34.0
-1965958223,CAMEJO,LEONEL,TAMPA,FL,Family Practice,S,VOLTAREN,DICLOFENAC SODIUM,35,114,120.1,2908,12225.06,"",#,"",#,"","","",= 50.0
-1743710054,TURNER,JASON,PHOENIX,AZ,Family Practice,S,BACLOFEN,BACLOFEN,"",15,29.0,870,498.74,"",#,"",#,"","","",= 48.0
-1551572818,CEBALLOS,JECEBU,PALM COAST,FL,Family Practice,S,RELPAX,ELETRIPTAN HBR,"",22,22.0,189,6106.05,"",*,22,"",22.0,189,6106.05,= 53.0
-1955584854,HWANG,MICHAEL,NORWALK,CA,Psychiatry,S,FLUOXETINE HCL,FLUOXETINE HCL,11,30,82.4,2473,442.81,"",*,14,"",40.7,1220,224.74,= 42.0
-1622523402,FORD,MICHAEL,APPALACHIA,VA,Family Practice,S,HUMULIN 70-30,INSULIN NPH HUM/REG INSULIN HM,"",14,14.0,183,2838.78,"",*,14,"",14.0,183,2838.78,= 44.0
2076722503,SANCHEZ-YRIARTE,RAFAEL,SPRINGFIELD,MA,Internal Medicine,S,LEVOFLOXACIN,LEVOFLOXACIN,55,59,59.4,456,636.42,"",#,"",#,"","","",= 35.0
-1299103207,NGUYEN,ELLEN,WALNUT CREEK,CA,Pharmacist,T,INSULIN SYRINGE,"SYRINGE-NEEDLE,INSULIN,0.5 ML",14,29,65.0,1896,482.81,"",#,"",#,"","","",= 54.0
-1763962914,WINDER,JOHN,SYLVANIA,OH,Allergy/ Immunology,S,ADVAIR DISKUS,FLUTICASONE/SALMETEROL,30,140,216.0,6480,77762.09,"",#,121,"",183.0,5490,64355.52,= 42.0
2117908499,PORTNOVA,REGINA,LAUDERDALE LAKES,FL,Internal Medicine,S,METHYLPREDNISOLONE,METHYLPREDNISOLONE,35,47,47.0,340,863.99,"",#,"",#,"","","",= 34.0
-2127379473,WHALEN,THOMAS,HAVERTOWN,PA,Rheumatology,S,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL,"",51,65.0,1950,1594.2,"",*,11,"",15.0,450,259.14,= 53.0
2066447640,JIFI,HAITHAM,CORPUS CHRISTI,TX,Internal Medicine,S,FUROSEMIDE,FUROSEMIDE,130,754,887.0,21887,4111.25,107,"",634,"",741.0,17978,3682.08,= 45.0
-1511337859,DIEGEL,TANYA,VALLEY CITY,ND,Family Practice,S,TOLTERODINE TARTRATE ER,TOLTERODINE TARTRATE,"",28,28.0,808,3211.22,"",#,"",#,"","","",= 53.0
-2137353402,DEBUSK,ABIGAIL,BOWLING GREEN,KY,Family Practice,S,LORAZEPAM,LORAZEPAM,14,54,54.0,1539,713.29,"",*,28,"",28.0,782,242.48,= 46.0
-2006329757,CHAPMAN,TRACY,MORGANTON,NC,Nurse Practitioner,S,DICLOFENAC SODIUM,DICLOFENAC SODIUM,11,39,55.1,1561,613.66,"",*,25,"",37.0,1110,372.04,= 34.0
-1895167555,COOPER,RONALD,WAUKESHA,WI,Family Practice,S,BUPROPION HCL SR,BUPROPION HCL,"",16,22.0,660,590.56,0,"",0,"",0.0,0,0.0,= 47.0
2056399346,KOEHL,MARK,TEMPERANCE,MI,Family Practice,S,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL,"",21,45.0,1350,389.83,"",*,"",*,"","","",= 42.0
-1632475510,GOODYEAR,DANIEL,RICHMOND,VT,Family Practice,S,CIPROFLOXACIN HCL,CIPROFLOXACIN HCL,"",11,11.0,90,63.3,"",*,"",*,"","","",= 41.0
-1763807690,SEAY,TERESA,CHIPLEY,FL,Nurse Practitioner,S,CITALOPRAM HBR,CITALOPRAM HYDROBROMIDE,13,56,72.0,2160,258.25,"",*,31,"",41.0,1230,135.75,= 39.0
-1632210628,JONES,MATTHEW,WICKENBURG,AZ,Nurse Practitioner,S,DIGOXIN,DIGOXIN,"",12,14.0,420,153.38,"",*,12,"",14.0,420,153.38,= 38.0
-1541622024,RODGER,JOHN,WAKEFIELD,RI,Physician Assistant,S,DICLOFENAC SODIUM,DICLOFENAC SODIUM,"",12,14.0,376,296.82,"",*,"",*,"","","",= 49.0
-1763828084,DEMASI,RONALD,VENICE,FL,Gastroenterology,S,ESOMEPRAZOLE MAGNESIUM,ESOMEPRAZOLE MAGNESIUM,17,45,71.0,2130,7578.78,"",#,"",#,"","","",= 34.0
-2056824310,CARR,HEIDI,WEST SENECA,NY,Nurse Practitioner,S,TOUJEO SOLOSTAR,"INSULIN GLARGINE,HUM.REC.ANLOG","",37,44.7,1213,24110.74,"",*,17,"",17.7,451,9862.69,= 48.0
